"wielkosc","iloczyn_skalarny","mnozenie_macierzy"
86,1.501e-6,0.0003497
86,1.5e-6,9.74e-5
86,2.3e-6,8.52e-5
87,4.0e-6,0.0004997
87,1.0699e-5,9.9001e-5
87,1.601e-6,0.000116799
87,1.6e-6,0.00014
87,9.9e-6,0.0004925
87,1.6e-6,0.0001095
87,2.4e-6,0.0001472
87,2.899e-6,0.000123
87,1.5e-6,0.000461301
87,2.4e-6,0.000123499
88,4.3e-6,0.0001066
88,7.399e-6,9.5301e-5
88,1.601e-6,0.0003704
88,4.4e-6,0.000101599
88,1.0599e-5,9.3501e-5
88,1.601e-6,9.8499e-5
88,2.299e-6,0.000420701
88,1.5e-6,0.000319801
88,1.5e-6,0.0002939
88,4.4e-6,0.000285899
89,3.999e-6,0.0006014
89,6.401e-6,0.000167
89,1.6e-6,0.0001343
89,1.5e-6,0.0001625
89,1.38e-5,0.000604201
89,1.601e-6,0.0001738
89,2.4e-6,0.0001604
89,1.5e-6,0.000135899
89,1.5e-6,0.000618099
89,2.4e-6,0.0001629
90,7.299e-6,0.000104501
90,7.2e-6,9.7e-5
90,1.601e-6,0.000384301
90,1.6e-6,9.76e-5
90,1.03e-5,8.82e-5
90,2.9e-6,9.08e-5
90,2.499e-6,0.000317399
90,1.601e-6,9.56e-5
90,1.6e-6,9.18e-5
90,2.5e-6,9.5699e-5
91,3.8e-6,0.000315101
91,1.01e-5,0.000102999
91,1.6e-6,9.55e-5
91,1.599e-6,9.1501e-5
91,1.05e-5,0.0002918
91,1.6e-6,9.8999e-5
91,3.599e-6,9.22e-5
91,1.5e-6,9.42e-5
91,1.5e-6,0.000283199
91,2.301e-6,9.89e-5
92,3.701e-6,0.000123301
92,6.4e-6,9.98e-5
92,5.1e-6,0.0001199
92,1.5e-6,0.000109099
92,9.701e-6,9.3999e-5
92,1.6e-6,0.0003096
92,2.3e-6,0.0001127
92,2.8e-6,0.000126301
92,1.601e-6,0.0001117
92,2.299e-6,0.000324599
93,1.72e-5,0.000126399
93,1.701e-6,9.72e-5
93,2.599e-6,0.0001173
93,6.0e-6,0.0003438
93,2.4e-6,0.000116
93,1.599e-6,0.000135999
93,2.299e-6,0.000355
93,1.6e-6,0.0001152
93,2.999e-6,0.000116199
93,3.9e-6,9.96e-5
94,4.0e-6,0.0003474
94,6.2e-6,0.0001081
94,1.699e-6,0.000103801
94,2.4e-6,0.0001018
94,5.099e-6,0.000346
94,2.601e-6,0.000127199
94,1.6e-6,9.8799e-5
94,1.7e-6,0.000305099
94,1.06e-5,0.000105
94,2.9e-6,9.8601e-5
95,8.7e-6,0.000107
95,1.699e-6,0.0003068
95,2.501e-6,0.0001114
95,1.599e-6,9.82e-5
95,6.301e-6,0.0003087
95,1.6e-6,0.000102401
95,1.7e-6,9.98e-5
95,1.0e-5,0.000101999
95,1.699e-6,0.000302799
95,3.701e-6,0.000110299
96,4.1e-6,0.0001088
96,6.901e-6,0.0003153
96,1.699e-6,0.000112501
96,2.3e-6,0.0001071
96,1.601e-6,0.0001003
96,5.3e-6,0.000301599
96,1.0199e-5,0.000110501
96,1.699e-6,9.99e-5
96,2.701e-6,0.000291801
96,1.699e-6,0.000109701
97,1.18e-5,0.000108801
97,1.699e-6,0.000103499
97,2.5e-6,0.0003125
97,1.699e-6,0.0001038
97,1.701e-6,0.0001045
97,1.2099e-5,0.000295499
97,1.701e-6,0.000111901
97,2.4e-6,0.0001031
97,1.599e-6,0.0001028
97,2.4e-6,0.0003044
98,7.401e-6,0.000114099
98,5.999e-6,0.0001094
98,1.701e-6,0.0003054
98,1.7e-6,0.000115901
98,1.02e-5,0.0001059
98,3.099e-6,0.000314599
98,2.4e-6,0.000128201
98,1.699e-6,0.000107799
98,2.301e-6,0.000308999
98,1.701e-6,0.0001132
99,1.25e-5,0.0001647
99,1.7e-6,0.000130999
99,1.7e-6,0.000361
99,1.08e-5,0.000137801
99,1.799e-6,0.0001342
99,4.501e-6,0.0003674
99,1.699e-6,0.0001266
99,3.501e-6,0.000140399
99,1.7e-6,0.0003555
99,2.399e-6,0.0001622
100,7.3e-6,0.0001615
100,1.701e-6,0.000351501
100,1.48e-5,0.0001424
100,1.8e-6,0.0001305
100,2.5e-6,0.000126799
100,1.7e-6,0.0003786
100,3.8e-6,0.0001548
100,1.8e-6,0.000143601
100,2.5e-6,0.0004341
100,1.699e-6,0.000161799
101,4.7e-6,0.00015
101,1.86e-5,0.0004079
101,1.8e-6,0.0804088
101,2.699e-6,0.000126501
101,1.701e-6,9.68e-5
101,4.399e-6,0.0001037
101,1.701e-6,0.0001142
101,2.499e-6,0.000102299
101,1.701e-6,0.000110101
101,1.7e-6,0.0001157
102,1.95e-5,0.000194699
102,1.8e-6,0.0001148
102,2.7e-6,0.0001137
102,1.7e-6,0.0001046
102,2.501e-6,0.000112001
102,3.0e-6,0.0001137
102,2.7e-6,0.0001136
102,1.799e-6,0.000102599
102,1.701e-6,0.0001118
102,3.601e-6,0.0001109
103,7.299e-6,0.000127
103,7.099e-6,0.0001179
103,1.801e-6,0.0001167
103,2.6e-6,0.000106801
103,1.799e-6,0.0001142
103,1.2601e-5,0.0001166
103,1.7e-6,0.0001162
103,2.5e-6,0.0001162
103,1.9e-6,0.0001146
103,2.499e-6,0.0001011
104,7.7e-6,0.000116801
104,6.1e-6,0.000103001
104,1.8e-6,0.000120099
104,1.0399e-5,0.000110199
104,1.8e-6,0.000112601
104,3.8e-6,0.0001059
104,1.801e-6,0.0001201
104,2.499e-6,0.0001207
104,1.7e-6,0.000118299
104,2.4e-6,0.0001168
105,7.1e-6,0.000212
105,1.45e-5,0.000119599
105,1.799e-6,0.0001048
105,2.6e-6,0.0001179
105,3.8e-6,0.0001222
105,2.7e-6,0.000119699
105,1.8e-6,0.000108201
105,2.5e-6,0.000119999
105,1.7e-6,0.000116901
105,4.899e-6,0.0001098
106,4.099e-6,0.000204101
106,6.3e-6,0.000122999
106,1.9e-6,0.0001248
106,3.5e-6,0.000122399
106,4.799e-6,0.000123401
106,2.701e-6,0.000121
106,1.8e-6,0.0001255
106,9.9e-6,0.0001217
106,1.9e-6,0.0001068
106,3.9e-6,0.0001072
107,4.2e-6,0.0002005
107,7.0e-6,0.0001199
107,1.9e-6,0.000109099
107,7.799e-6,0.000110101
107,1.8e-6,0.000126399
107,1.0101e-5,0.0001258
107,1.8e-6,0.000124399
107,2.5e-6,0.000129101
107,3.1e-6,0.000122599
107,2.6e-6,0.0001284
108,3.999e-6,0.000220999
108,6.9e-6,0.000126999
108,1.9e-6,0.0001273
108,1.33e-5,0.000128001
108,1.9e-6,0.000111899
108,2.599e-6,0.000114501
108,1.9e-6,0.000123399
108,4.101e-6,0.000129201
108,1.9e-6,0.000128699
108,2.599e-6,0.000126801
109,4.2e-6,0.000205
109,1.4001e-5,0.000132101
109,5.9e-6,0.0001299
109,2.6e-6,0.0001304
109,1.9e-6,0.0001332
109,2.6e-6,0.0001362
109,2.999e-6,0.0001304
109,2.601e-6,0.0001314
109,1.8e-6,0.0001301
109,3.8e-6,0.0001314
110,4.2e-6,0.0001357
110,1.15e-5,0.000135999
110,1.9e-6,0.000131901
110,2.6e-6,0.0001338
110,1.9e-6,0.0001309
110,2.699e-6,0.0001349
110,3.201e-6,0.0001319
110,1.2599e-5,0.0001338
110,2.0e-6,0.000133899
110,2.8e-6,0.000132
111,8.8e-6,0.000226
111,6.899e-6,0.0001379
111,1.9e-6,0.0001338
111,2.701e-6,0.0001347
111,1.9e-6,0.0001385
111,1.38e-5,0.0001357
111,1.8e-6,0.0001568
111,2.8e-6,0.000163899
111,1.9e-6,0.000165101
111,3.6e-6,0.000161099
112,4.399e-6,0.000252
112,6.6e-6,0.000135801
112,2.101e-6,0.0001363
112,1.07e-5,0.0001575
112,5.2e-6,0.0001548
112,2.7e-6,0.000156099
112,1.9e-6,0.000135401
112,2.599e-6,0.0001381
112,3.801e-6,0.0001342
112,2.601e-6,0.000135499
113,4.2e-6,0.0002314
113,1.38e-5,0.000168901
113,1.9e-6,0.0001677
113,5.799e-6,0.0001528
113,2.0e-6,0.0001461
113,2.601e-6,0.000142599
113,1.9e-6,0.000137701
113,3.9e-6,0.000138399
113,1.999e-6,0.0001374
113,4.3e-6,0.0001399
114,5.001e-6,0.0001534
114,1.13e-5,0.000141499
114,2.0e-6,0.0001391
114,2.8e-6,0.0001429
114,1.9e-6,0.0001391
114,2.8e-6,0.000145799
114,4.2e-6,0.000146601
114,1.0799e-5,0.000141
114,1.9e-6,0.000139101
114,2.701e-6,0.0001406
115,8.499e-6,0.000153299
115,7.501e-6,0.0001469
115,1.999e-6,0.0001454
115,2.8e-6,0.000145001
115,2.0e-6,0.0001447
115,1.2301e-5,0.0001489
115,1.999e-6,0.0001473
115,2.701e-6,0.000146399
115,1.901e-6,0.000144199
115,4.501e-6,0.000148399
116,4.4e-6,0.0001864
116,7.601e-6,0.0001531
116,1.999e-6,0.000164
116,1.39e-5,0.000157101
116,1.9e-6,0.000150199
116,2.799e-6,0.000149301
116,2.001e-6,0.000146699
116,2.9e-6,0.000149701
116,3.199e-6,0.0001459
116,3.001e-6,0.000145399
117,4.601e-6,0.0001791
117,2.6e-6,0.0001529
117,5.4e-6,0.000159399
117,2.0e-6,0.000152101
117,1.999e-6,0.0001515
117,2.0e-6,0.000159
117,3.3e-6,0.000166999
117,1.3801e-5,0.000148901
117,2.701e-6,0.0001474
117,1.999e-6,0.0001485
118,1.34e-5,0.000169099
118,2.0e-6,0.0001526
118,2.8e-6,0.0001504
118,2.0e-6,0.000151799
118,1.17e-5,0.000157999
118,3.3e-6,0.000153701
118,2.9e-6,0.000153701
118,2.0e-6,0.000151099
118,2.999e-6,0.0001519
118,3.1e-6,0.0001506
119,9.599e-6,0.0001847
119,2.1e-6,0.000155399
119,1.18e-5,0.000155101
119,6.2e-6,0.000157299
119,1.999e-6,0.0001627
119,3.0e-6,0.0001605
119,2.0e-6,0.0001572
119,5.3e-6,0.0001544
119,2.0e-6,0.0001547
119,4.201e-6,0.0001532
120,4.3e-6,0.0001821
120,7.7e-6,0.0001579
120,5.2e-6,0.0001586
120,3.1e-6,0.000162
120,2.0e-6,0.000157799
120,2.9e-6,0.000160301
120,3.2e-6,0.0001583
120,1.09e-5,0.0001604
120,2.7e-6,0.000159
120,2.0e-6,0.0001587
121,1.4101e-5,0.0001924
121,2.0e-6,0.0001609
121,3.001e-6,0.0001624
121,2.0e-6,0.000155399
121,1.2701e-5,0.000153101
121,2.099e-6,0.000157399
121,3.001e-6,0.000153799
121,2.0e-6,0.0001552
121,3.999e-6,0.0001539
121,2.001e-6,0.000155599
122,7.1e-6,0.0001788
122,2.099e-6,0.000169
122,1.29e-5,0.000187999
122,3.0e-6,0.0001805
122,2.0e-6,0.000161299
122,2.9e-6,0.000194801
122,4.001e-6,0.000161099
122,2.9e-6,0.0001597
122,2.099e-6,0.000159699
122,4.101e-6,0.000164401
123,8.399e-6,0.0002054
123,4.6e-6,0.0001642
123,2.1e-6,0.0001614
123,2.799e-6,0.0001639
123,2.101e-6,0.000167399
123,4.9e-6,0.0001646
123,2.099e-6,0.000161401
123,8.401e-6,0.0001677
123,2.8e-6,0.0001697
123,3.3e-6,0.000162101
124,5.2e-6,0.0002006
124,2.1e-6,0.0001661
124,2.8e-6,0.000162299
124,5.001e-6,0.0001652
124,5.999e-6,0.0001633
124,2.201e-6,0.000172701
124,2.8e-6,0.0001678
124,3.4e-6,0.0001648
124,2.999e-6,0.0001658
124,2.0e-6,0.0001639
125,1.0901e-5,0.0002207
125,6.1e-6,0.0001677
125,1.3e-5,0.000259601
125,3.101e-6,0.0001673
125,2.099e-6,0.000178901
125,5.001e-6,0.0001687
125,2.199e-6,0.0001695
125,2.8e-6,0.0001659
125,2.1e-6,0.000167899
125,6.5e-6,0.0001654
126,4.0e-6,0.0002041
126,6.7e-6,0.000171299
126,2.2e-6,0.000174101
126,6.0e-6,0.0001804
126,2.101e-6,0.0002003
126,3.2e-6,0.0001759
126,2.1e-6,0.0001712
126,1.0201e-5,0.000172701
126,3.099e-6,0.000174
126,2.201e-6,0.0001758
127,2.9e-6,0.0002107
127,4.899e-6,0.0001811
127,2.1e-6,0.0001748
127,2.099e-6,0.0002021
127,2.1e-6,0.0002356
127,4.1e-6,0.0001781
127,2.299e-6,0.0001744
127,2.4e-6,0.000180399
127,2.101e-6,0.000180999
127,3.3e-6,0.0001789
128,4.4e-6,0.000211599
128,2.6e-6,0.0001769
128,5.7e-6,0.000176399
128,2.3e-6,0.000205601
128,2.4e-6,0.000297399
128,2.2e-6,0.0001791
128,3.3e-6,0.000175599
128,2.2e-6,0.000179901
128,2.4e-6,0.000176499
128,2.099e-6,0.0001758
129,9.5e-6,0.0001953
129,2.2e-6,0.000175501
129,2.1e-6,0.0001787
129,2.101e-6,0.0001774
129,3.9e-6,0.000182199
129,2.3e-6,0.0001797
129,2.199e-6,0.000175901
129,2.201e-6,0.000179399
129,3.2e-6,0.000175699
129,2.199e-6,0.000181601
130,5.001e-6,0.000206201
130,2.5e-6,0.0001843
130,5.601e-6,0.0001874
130,2.2e-6,0.0001907
130,2.3e-6,0.0001844
130,2.2e-6,0.0001829
130,4.399e-6,0.0001806
130,1.54e-5,0.000180299
130,3.899e-6,0.000185001
130,2.201e-6,0.0001826
131,1.38e-5,0.000228499
131,2.2e-6,0.0001851
131,3.099e-6,0.0001823
131,3.4e-6,0.0001922
131,1.14e-5,0.0001846
131,3.099e-6,0.0001869
131,2.201e-6,0.0001871
131,4.499e-6,0.0001889
131,2.201e-6,0.0002231
131,3.2e-6,0.000264
132,4.2e-6,0.000230701
132,1.87e-5,0.0001922
132,3.2e-6,0.000188
132,2.199e-6,0.0002431
132,3.3e-6,0.000197699
132,3.3e-6,0.0001979
132,3.299e-6,0.0001924
132,2.201e-6,0.0001859
132,4.2e-6,0.000188401
132,4.099e-6,0.000189999
133,4.399e-6,0.000212601
133,8.201e-6,0.000191901
133,5.4e-6,0.000199801
133,3.0e-6,0.0001951
133,2.2e-6,0.0001906
133,1.09e-5,0.0001878
133,5.5e-6,0.0001882
133,2.299e-6,0.0001926
133,3.601e-6,0.000283999
133,2.3e-6,0.000197699
134,1.37e-5,0.0002193
134,2.299e-6,0.000191799
134,1.14e-5,0.000211099
134,3.101e-6,0.0001961
134,3.599e-6,0.000197101
134,3.3e-6,0.0001944
134,2.301e-6,0.0002061
134,4.1e-6,0.0002006
134,2.3e-6,0.000196399
134,4.4e-6,0.000196701
135,8.9e-6,0.0002236
135,6.499e-6,0.0001981
135,4.101e-6,0.0001984
135,2.3e-6,0.000208399
135,3.0e-6,0.0002012
135,3.399e-6,0.0002005
135,1.0301e-5,0.0001944
135,3.099e-6,0.000197499
135,2.3e-6,0.000197401
135,4.401e-6,0.000197999
136,4.4e-6,0.0002376
136,7.3e-6,0.000211901
136,5.399e-6,0.000200299
136,1.2301e-5,0.000208599
136,3.1e-6,0.000205101
136,2.4e-6,0.0001992
136,5.5e-6,0.000203
136,2.3e-6,0.0002067
136,2.999e-6,0.000207
136,2.301e-6,0.000199899
137,7.8e-6,0.000230801
137,2.899e-6,0.0002476
137,2.201e-6,0.0002031
137,3.501e-6,0.0002104
137,2.5e-6,0.0002132
137,2.3e-6,0.000208899
137,2.4e-6,0.0002051
137,3.4e-6,0.0002083
137,2.4e-6,0.0002109
137,2.4e-6,0.0002065
138,4.999e-6,0.000248099
138,6.7e-6,0.0002098
138,3.199e-6,0.0002155
138,2.4e-6,0.0002079
138,3.901e-6,0.0002131
138,2.3e-6,0.0002075
138,2.5e-6,0.0002059
138,2.4e-6,0.000213
138,3.8e-6,0.0002131
138,2.9e-6,0.00021
139,5.2e-6,0.0003091
139,2.301e-6,0.000227701
139,5.601e-6,0.000215199
139,2.4e-6,0.000210301
139,2.3e-6,0.0002146
139,4.599e-6,0.000213399
139,1.4101e-5,0.000212899
139,3.4e-6,0.000211501
139,2.3e-6,0.000218499
139,4.399e-6,0.0522306
140,9.5e-6,0.0002262
140,2.499e-6,0.000181601
140,1.48e-5,0.0001802
140,2.299e-6,0.0001805
140,4.101e-6,0.0002209
140,3.3e-6,0.0002172
140,3.7e-6,0.0001911
140,3.3e-6,0.000213399
140,2.3e-6,0.000212001
140,6.099e-6,0.0002155
141,1.0099e-5,0.0002675
141,2.4e-6,0.000227
141,3.4e-6,0.000220101
141,6.3e-6,0.0002206
141,2.4e-6,0.0002202
141,1.13e-5,0.0002168
141,2.5e-6,0.0002171
141,4.5e-6,0.0002116
141,3.2e-6,0.0002183
141,2.3e-6,0.000217299
142,1.41e-5,0.000262101
142,2.3e-6,0.0002222
142,1.09e-5,0.0002267
142,3.1e-6,0.000225001
142,4.5e-6,0.0002212
142,3.5e-6,0.0002197
142,3.4e-6,0.000222701
142,3.499e-6,0.0002213
142,4.401e-6,0.000218
142,2.4e-6,0.0002187
143,1.0901e-5,0.0002559
143,6.301e-6,0.000230499
143,2.4e-6,0.000209599
143,3.1e-6,0.000230401
143,3.6e-6,0.000225699
143,1.11e-5,0.000221801
143,3.0e-6,0.0002734
143,2.4e-6,0.0002211
143,5.2e-6,0.0002264
143,3.101e-6,0.0002254
144,5.799e-6,0.000260199
144,1.7501e-5,0.000232801
144,2.4e-6,0.000225
144,3.201e-6,0.0002219
144,3.2e-6,0.0002379
144,3.8e-6,0.000226299
144,3.0e-6,0.000225801
144,2.4e-6,0.0002307
144,5.401e-6,0.000229101
144,3.199e-6,0.0002226
145,5.2e-6,0.000245801
145,6.7e-6,0.000234199
145,8.2e-6,0.000230001
145,2.4e-6,0.0002348
145,1.0901e-5,0.0002285
145,3.899e-6,0.000226
145,3.101e-6,0.000273201
145,2.999e-6,0.000272701
145,2.4e-6,0.0002288
145,4.3e-6,0.0002298
146,4.601e-6,0.000255801
146,1.52e-5,0.0002303
146,6.799e-6,0.0002336
146,2.4e-6,0.0002354
146,3.199e-6,0.000237
146,6.901e-6,0.000232799
146,2.5e-6,0.0002314
146,4.6e-6,0.0002355
146,2.5e-6,0.0002304
146,4.6e-6,0.0002318
147,5.2e-6,0.0002555
147,1.71e-5,0.0002378
147,6.999e-6,0.0002342
147,2.501e-6,0.000236601
147,3.5e-6,0.0002328
147,3.2e-6,0.000238
147,4.4e-6,0.0002331
147,4.499e-6,0.0002341
147,3.3e-6,0.000235
147,3.601e-6,0.0002337
148,9.1e-6,0.000261499
148,3.499e-6,0.000238799
148,5.7e-6,0.000239601
148,1.12e-5,0.0002396
148,3.3e-6,0.0002379
148,2.5e-6,0.000355599
148,4.5e-6,0.000238701
148,3.099e-6,0.000241001
148,2.501e-6,0.0002365
148,6.4e-6,0.0002368
149,9.6e-6,0.0002709
149,4.499e-6,0.0002423
149,3.4e-6,0.000250899
149,6.401e-6,0.000290401
149,2.5e-6,0.0002437
149,1.22e-5,0.0002444
149,5.0e-6,0.0002469
149,2.499e-6,0.000242399
149,3.201e-6,0.000245701
149,4.399e-6,0.000244499
150,4.499e-6,0.0002974
150,1.44e-5,0.000250099
150,3.399e-6,0.000248301
150,6.401e-6,0.000263
150,3.5e-6,0.0003002
150,3.2e-6,0.000300701
150,3.599e-6,0.0003093
150,4.4e-6,0.0002744
150,3.4e-6,0.0002912
150,3.7e-6,0.0002441
151,9.4e-6,0.0003003
151,3.499e-6,0.000252
151,2.5e-6,0.0002518
151,1.4199e-5,0.0003069
151,3.3e-6,0.0002497
151,2.5e-6,0.0002948
151,5.2e-6,0.000250099
151,3.2e-6,0.000262901
151,2.5e-6,0.0002576
151,5.799e-6,0.000257199
152,9.399e-6,0.000297501
152,2.699e-6,0.000257201
152,3.701e-6,0.0002524
152,7.2e-6,0.000252601
152,2.501e-6,0.000258199
152,1.1399e-5,0.0002506
152,4.8e-6,0.0002571
152,2.5e-6,0.000251599
152,3.3e-6,0.000249101
152,6.1e-6,0.0002513
153,4.901e-6,0.000287401
153,1.44e-5,0.000269001
153,7.6e-6,0.0002633
153,2.499e-6,0.000255299
153,3.3e-6,0.000253901
153,3.301e-6,0.0002552
153,3.8e-6,0.000258099
153,4.5e-6,0.0002518
153,3.4e-6,0.000255
153,3.8e-6,0.0002541
154,1.2301e-5,0.0002786
154,3.601e-6,0.000269301
154,6.2e-6,0.0002852
154,1.1099e-5,0.000330401
154,3.4e-6,0.0002752
154,2.6e-6,0.0002581
154,4.6e-6,0.0002596
154,3.3e-6,0.0003412
154,2.6e-6,0.0002612
154,5.6e-6,0.0002573
155,9.899e-6,0.000321901
155,2.699e-6,0.0002664
155,7.7e-6,0.000261599
155,3.4e-6,0.0003005
155,2.499e-6,0.0003229
155,1.3701e-5,0.0002633
155,3.4e-6,0.0002633
155,2.599e-6,0.000263201
155,4.501e-6,0.000263101
155,3.3e-6,0.000273501
156,5.3e-6,0.000326199
156,1.4401e-5,0.000268401
156,6.5e-6,0.0002655
156,2.501e-6,0.0002678
156,4.7e-6,0.0003579
156,4.7e-6,0.0002653
156,2.6e-6,0.000270301
156,4.8e-6,0.0002647
156,5.3e-6,0.000268301
156,2.6e-6,0.000267799
157,1.0601e-5,0.000429399
157,6.899e-6,0.0003149
157,2.601e-6,0.0003124
157,1.13e-5,0.000313201
157,3.599e-6,0.000269199
157,4.101e-6,0.000275901
157,3.599e-6,0.0002704
157,3.3e-6,0.0003315
157,3.701e-6,0.0002772
157,4.4e-6,0.0002759
158,9.699e-6,0.0002899
158,7.1e-6,0.000272601
158,4.501e-6,0.000279199
158,3.599e-6,0.000277701
158,3.8e-6,0.0002762
158,1.09e-5,0.000271601
158,3.4e-6,0.000271999
158,3.8e-6,0.000271301
158,3.3e-6,0.0002802
158,3.3e-6,0.0002737
159,8.1e-6,0.000313601
159,1.43e-5,0.0002836
159,3.501e-6,0.000285499
159,2.6e-6,0.000293501
159,5.401e-6,0.0003058
159,3.4e-6,0.0003027
159,2.599e-6,0.0003774
159,5.901e-6,0.000379599
159,3.4e-6,0.000312201
159,2.599e-6,0.000303499
160,1.2699e-5,0.000334301
160,3.401e-6,0.000286
160,2.599e-6,0.0002894
160,1.2601e-5,0.0002846
160,3.8e-6,0.000282199
160,2.699e-6,0.000281
160,5.2e-6,0.0002768
160,3.4e-6,0.0002895
160,2.601e-6,0.0002797
160,5.6e-6,0.0002795
161,5.2e-6,0.000311801
161,3.0e-6,0.0002881
161,6.2e-6,0.0002832
161,2.699e-6,0.000286899
161,2.701e-6,0.0002829
161,4.1e-6,0.0003216
161,2.7e-6,0.0003785
161,2.799e-6,0.0003975
161,2.8e-6,0.000283001
161,4.601e-6,0.000285499
162,4.901e-6,0.0003112
162,3.599e-6,0.0002859
162,6.401e-6,0.0003012
162,2.7e-6,0.000284201
162,2.6e-6,0.0002852
162,3.899e-6,0.000292801
162,2.701e-6,0.000328401
162,1.44e-5,0.0002848
162,4.8e-6,0.000284499
162,3.401e-6,0.000312601
163,5.101e-6,0.0003082
163,1.08e-5,0.000292701
163,1.11e-5,0.000289
163,3.5e-6,0.0002881
163,4.1e-6,0.000338101
163,3.499e-6,0.0003204
163,3.3e-6,0.000288399
163,3.799e-6,0.0002876
163,4.5e-6,0.0002914
163,3.399e-6,0.0002937
164,1.3601e-5,0.0003096
164,2.7e-6,0.0002968
164,3.4e-6,0.0002967
164,1.34e-5,0.000292599
164,3.4e-6,0.0047217
164,2.699e-6,0.000261901
164,4.701e-6,0.0003066
164,3.399e-6,0.0003709
164,2.701e-6,0.0002584
164,5.7e-6,0.000259499
165,1.0e-5,0.000268901
165,3.7e-6,0.000264099
165,6.199e-6,0.000263501
165,3.4e-6,0.0002532
165,1.11e-5,0.0002514
165,5.899e-6,0.000303701
165,2.699e-6,0.0002942
165,3.4e-6,0.0003025
165,4.501e-6,0.0002955
165,2.7e-6,0.0002993
166,1.7801e-5,0.0003073
166,8.1e-6,0.0003011
166,3.899e-6,0.000302299
166,2.701e-6,0.0003039
166,4.7e-6,0.0003
166,5.1e-6,0.0003011
166,3.8e-6,0.000347701
166,5.099e-6,0.0003006
166,3.601e-6,0.000252299
166,3.499e-6,0.0002862
167,4.8e-6,0.0003167
167,1.7901e-5,0.000411601
167,3.5e-6,0.00042
167,4.8e-6,0.000307799
167,3.9e-6,0.000306699
167,3.6e-6,0.0003547
167,4.699e-6,0.0003037
167,4.8e-6,0.0003113
167,2.799e-6,0.0003049
167,4.101e-6,0.0003048
168,1.32e-5,0.000407
168,2.8e-6,0.0003084
168,1.3499e-5,0.0003206
168,3.8e-6,0.000315399
168,3.699e-6,0.000312401
168,3.9e-6,0.000311801
168,3.6e-6,0.0003075
168,4.799e-6,0.0004749
168,4.801e-6,0.0003618
168,2.799e-6,0.000306399
169,1.11e-5,0.0003163
169,8.001e-6,0.0003113
169,2.8e-6,0.0003188
169,1.2701e-5,0.000316899
169,5.2e-6,0.000313501
169,3.699e-6,0.0003087
169,2.8e-6,0.0003152
169,4.699e-6,0.0003109
169,5.199e-6,0.0003086
169,3.901e-6,0.000358499
170,8.999e-6,0.000338599
170,8.6e-6,0.0003148
170,3.699e-6,0.000320899
170,4.101e-6,0.000315901
170,1.1599e-5,0.0003126
170,3.701e-6,0.0003225
170,5.001e-6,0.0003154
170,2.8e-6,0.000314499
170,3.599e-6,0.000313699
170,5.901e-6,0.000314301
171,1.03e-5,0.000422201
171,3.3e-6,0.0003208
171,7.5e-6,0.000319601
171,3.5e-6,0.000321401
171,2.801e-6,0.000320001
171,1.2701e-5,0.0003228
171,3.499e-6,0.0003257
171,3.7e-6,0.0003208
171,4.101e-6,0.000324801
171,3.5e-6,0.0003197
172,1.7699e-5,0.000424601
172,7.2e-6,0.000323801
172,2.9e-6,0.000322599
172,3.8e-6,0.0003206
172,5.701e-6,0.0003249
172,2.899e-6,0.000328
172,5.101e-6,0.0003631
172,4.8e-6,0.0003994
172,3.599e-6,0.000419399
172,2.901e-6,0.000422199
173,1.38e-5,0.000474
173,1.15e-5,0.000333699
173,5.099e-6,0.0003415
173,2.801e-6,0.000335001
173,3.9e-6,0.0003325
173,5.7e-6,0.0003521
173,2.799e-6,0.000333799
173,4.7e-6,0.000332899
173,4.9e-6,0.0003383
173,3.7e-6,0.0003359
174,5.401e-6,0.0004343
174,1.13e-5,0.0003349
174,1.15e-5,0.0003373
174,3.9e-6,0.0003391
174,4.2e-6,0.000335199
174,3.8e-6,0.000353999
174,3.7e-6,0.000337199
174,4.8e-6,0.000334201
174,4.999e-6,0.0003373
174,3.701e-6,0.0003356
175,1.43e-5,0.000342699
175,2.8e-6,0.0003425
175,3.7e-6,0.000340799
175,1.29e-5,0.0003393
175,3.701e-6,0.0003412
175,2.9e-6,0.0003381
175,5.1e-6,0.0003387
175,3.7e-6,0.0003397
175,4.699e-6,0.0003409
175,4.901e-6,0.0003356
176,1.0599e-5,0.0003488
176,7.1e-6,0.000340801
176,2.9e-6,0.0003468
176,3.7e-6,0.000340899
176,1.25e-5,0.000342701
176,3.8e-6,0.0003478
176,2.9e-6,0.000340799
176,5.001e-6,0.000340901
176,3.599e-6,0.0003513
176,2.9e-6,0.0003431
177,1.09e-5,0.000358201
177,3.2e-6,0.0003513
177,3.6e-6,0.000351101
177,4.3e-6,0.0003483
177,3.099e-6,0.0003495
177,4.101e-6,0.000349299
177,1.68e-5,0.000360601
177,3.999e-6,0.000356
177,4.501e-6,0.0003526
177,4.0e-6,0.000348401
178,1.0299e-5,0.0004359
178,1.58e-5,0.0003507
178,3.7e-6,0.0003537
178,3.0e-6,0.0003522
178,5.3e-6,0.000350901
178,3.501e-6,0.000357
178,4.8e-6,0.000349799
178,4.7e-6,0.0003525
178,2.899e-6,0.0003522
178,3.701e-6,0.000351999
179,1.39e-5,0.000447001
179,1.2e-5,0.0003545
179,6.2e-6,0.000356299
179,2.9e-6,0.0003574
179,3.8e-6,0.0003574
179,5.1e-6,0.0003555
