25:0.000026:0.000013:0.000009
25:0.000026:0.000013:0.000008
25:0.000026:0.000013:0.000009
25:0.000026:0.000013:0.000008
25:0.000026:0.000013:0.000008
25:0.000027:0.000013:0.000008
25:0.000026:0.000013:0.000008
25:0.000034:0.000036:0.000026
26:0.000030:0.000025:0.000010
26:0.000031:0.000015:0.000009
26:0.000037:0.000015:0.000009
26:0.000030:0.000015:0.000009
26:0.000032:0.000015:0.000010
26:0.000030:0.000021:0.000011
26:0.000031:0.000015:0.000009
26:0.000037:0.000015:0.000010
26:0.000031:0.000015:0.000010
26:0.000037:0.000015:0.000010
27:0.000035:0.000023:0.000011
27:0.000035:0.000017:0.000011
27:0.000040:0.000017:0.000011
27:0.000035:0.000023:0.000011
27:0.000035:0.000017:0.000011
27:0.000049:0.000016:0.000011
27:0.000035:0.000017:0.000011
27:0.000034:0.000017:0.000011
27:0.000034:0.000017:0.000011
27:0.000034:0.000017:0.000011
28:0.000039:0.000023:0.000012
28:0.000038:0.000018:0.000011
28:0.000039:0.000018:0.000012
28:0.000039:0.000019:0.000012
28:0.000039:0.000018:0.000012
28:0.000039:0.000018:0.000012
28:0.000038:0.000019:0.000012
28:0.000038:0.000018:0.000012
28:0.000064:0.000019:0.000012
28:0.000038:0.000018:0.000011
29:0.000043:0.000024:0.000013
29:0.000044:0.000020:0.000013
29:0.000043:0.000020:0.000013
29:0.000042:0.000020:0.000012
29:0.000043:0.000020:0.000012
29:0.000043:0.000020:0.000013
29:0.000043:0.000021:0.000013
29:0.000043:0.000020:0.000013
29:0.000043:0.000020:0.000013
29:0.000043:0.000020:0.000013
30:0.000064:0.000024:0.000014
30:0.000048:0.000022:0.000014
30:0.000049:0.000022:0.000014
30:0.000048:0.000022:0.000014
30:0.000048:0.000022:0.000014
30:0.000048:0.000022:0.000014
30:0.000048:0.000022:0.000014
30:0.000048:0.000022:0.000014
30:0.000048:0.000022:0.000014
30:0.000048:0.000022:0.000014
31:0.000061:0.000024:0.000015
31:0.000053:0.000024:0.000016
31:0.000053:0.000025:0.000016
31:0.000106:0.000061:0.000016
31:0.000103:0.000044:0.000016
31:0.000055:0.000059:0.000016
31:0.000068:0.000025:0.000016
31:0.000053:0.000025:0.000015
31:0.000059:0.000025:0.000016
31:0.000052:0.000024:0.000015
32:0.000059:0.000030:0.000017
32:0.000059:0.000027:0.000016
32:0.000059:0.000027:0.000017
32:0.000059:0.000027:0.000017
32:0.000059:0.000027:0.000017
32:0.000060:0.000027:0.000017
32:0.000059:0.000027:0.000017
32:0.000076:0.000027:0.000017
32:0.000058:0.000027:0.000017
32:0.000059:0.000027:0.000017
33:0.000066:0.000029:0.000018
33:0.000066:0.000029:0.000018
33:0.000065:0.000029:0.000018
33:0.000065:0.000030:0.000019
33:0.000065:0.000030:0.000018
33:0.000065:0.000049:0.000021
33:0.000078:0.000030:0.000027
33:0.000065:0.000029:0.000019
33:0.000072:0.000030:0.000019
33:0.000072:0.000030:0.000019
34:0.000079:0.000038:0.000021
34:0.000071:0.000039:0.000020
34:0.000072:0.000032:0.000020
34:0.000071:0.000032:0.000019
34:0.000072:0.000032:0.000020
34:0.000123:0.000046:0.000021
34:0.000072:0.000032:0.000020
34:0.000072:0.000032:0.000020
34:0.000072:0.000032:0.000020
34:0.000072:0.000032:0.000020
35:0.000081:0.000040:0.000028
35:0.000080:0.000040:0.000029
35:0.000109:0.000041:0.000031
35:0.000082:0.000056:0.000028
35:0.000101:0.000044:0.000031
35:0.000083:0.000060:0.000032
35:0.000082:0.000041:0.000041
35:0.000096:0.000047:0.000029
35:0.000088:0.000041:0.000035
35:0.000134:0.000061:0.000028
36:0.000094:0.000049:0.000023
36:0.000093:0.000038:0.000023
36:0.000087:0.000038:0.000023
36:0.000093:0.000038:0.000024
36:0.000087:0.000038:0.000023
36:0.000087:0.000038:0.000023
36:0.000102:0.000038:0.000024
36:0.000087:0.000038:0.000024
36:0.000087:0.000038:0.000023
36:0.000149:0.000038:0.000036
37:0.000094:0.000045:0.000026
37:0.000103:0.000060:0.000042
37:0.000138:0.000056:0.000026
37:0.000094:0.000048:0.000033
37:0.000094:0.000041:0.000026
37:0.000094:0.000041:0.000025
37:0.000093:0.000041:0.000026
37:0.000094:0.000041:0.000025
37:0.000093:0.000041:0.000026
37:0.000094:0.000048:0.000027
38:0.000103:0.000048:0.000028
38:0.000103:0.000044:0.000027
38:0.000103:0.000045:0.000027
38:0.000103:0.000045:0.000027
38:0.000103:0.000045:0.000027
38:0.000143:0.000045:0.000028
38:0.000103:0.000045:0.000028
38:0.000103:0.000045:0.000027
38:0.000103:0.000044:0.000028
38:0.000103:0.000045:0.000027
39:0.000119:0.000048:0.000029
39:0.000111:0.000048:0.000029
39:0.000112:0.000067:0.000029
39:0.000111:0.000048:0.000030
39:0.000112:0.000048:0.000029
39:0.000152:0.000049:0.000029
39:0.000112:0.000048:0.000029
39:0.000111:0.000048:0.000029
39:0.000112:0.000048:0.000029
39:0.000112:0.000048:0.000036
40:0.000124:0.000061:0.000039
40:0.000123:0.000057:0.000038
40:0.000123:0.000058:0.000039
40:0.000123:0.000057:0.000039
40:0.000185:0.000057:0.000039
40:0.000124:0.000057:0.000039
40:0.000123:0.000057:0.000039
40:0.000123:0.000057:0.000039
40:0.000131:0.000057:0.000039
40:0.000123:0.000057:0.000039
41:0.000149:0.000055:0.000034
41:0.000132:0.000055:0.000034
41:0.000174:0.000091:0.000034
41:0.000132:0.000056:0.000034
41:0.000132:0.000055:0.000034
41:0.000132:0.000055:0.000034
41:0.000144:0.000056:0.000034
41:0.000132:0.000055:0.000034
41:0.000131:0.000056:0.000034
41:0.000132:0.000110:0.000050
42:0.000149:0.000081:0.000049
42:0.000148:0.000069:0.000045
42:0.000148:0.000082:0.000055
42:0.000148:0.000069:0.000046
42:0.000148:0.000088:0.000055
42:0.000156:0.000070:0.000046
42:0.000167:0.000069:0.000054
42:0.000155:0.000076:0.000046
42:0.000172:0.000077:0.000046
42:0.000161:0.000069:0.000060
43:0.000156:0.000069:0.000040
43:0.000156:0.000066:0.000040
43:0.000156:0.000065:0.000039
43:0.000171:0.000072:0.000040
43:0.000169:0.000072:0.000044
43:0.000168:0.000066:0.000047
43:0.000163:0.000078:0.000040
43:0.000175:0.000065:0.000050
43:0.000163:0.000073:0.000040
43:0.000157:0.000066:0.000040
44:0.000184:0.000084:0.000055
44:0.000170:0.000081:0.000055
44:0.000170:0.000080:0.000055
44:0.000179:0.000080:0.000056
44:0.000170:0.000100:0.000055
44:0.000170:0.000081:0.000055
44:0.000180:0.000081:0.000055
44:0.000170:0.000079:0.000055
44:0.000170:0.000081:0.000055
44:0.000178:0.000081:0.000055
45:0.000181:0.000075:0.000045
45:0.000180:0.000075:0.000045
45:0.000188:0.000075:0.000046
45:0.000180:0.000074:0.000045
45:0.000180:0.000075:0.000045
45:0.000188:0.000075:0.000046
45:0.000181:0.000075:0.000045
45:0.000197:0.000075:0.000045
45:0.000188:0.000075:0.000045
45:0.000180:0.000075:0.000046
46:0.000194:0.000091:0.000048
46:0.000201:0.000082:0.000048
46:0.000193:0.000081:0.000048
46:0.000193:0.000082:0.000048
46:0.000206:0.000089:0.000054
46:0.000205:0.000089:0.000048
46:0.000206:0.000089:0.000048
46:0.000200:0.000082:0.000049
46:0.000193:0.000105:0.000048
46:0.000193:0.000082:0.000048
47:0.000217:0.000088:0.000052
47:0.000207:0.000084:0.000051
47:0.000207:0.000093:0.000056
47:0.000207:0.000084:0.000051
47:0.000208:0.000085:0.000051
47:0.000215:0.000085:0.000051
47:0.000208:0.000085:0.000052
47:0.000208:0.000084:0.000051
47:0.000215:0.000085:0.000051
47:0.000207:0.000098:0.000052
48:0.000222:0.000099:0.000075
48:0.000222:0.000093:0.000055
48:0.000221:0.000095:0.000055
48:0.000229:0.000095:0.000055
48:0.000222:0.000095:0.000054
48:0.000221:0.000094:0.000055
48:0.000229:0.000094:0.000054
48:0.000222:0.000095:0.000054
48:0.000222:0.000102:0.000055
48:0.000221:0.000093:0.000084
49:0.000236:0.000097:0.000075
49:0.000250:0.000105:0.000065
49:0.000249:0.000105:0.000058
49:0.000260:0.000098:0.000058
49:0.000236:0.000112:0.000059
49:0.000235:0.000106:0.000065
49:0.000235:0.000098:0.000058
49:0.000235:0.000098:0.000058
49:0.000243:0.000098:0.000059
49:0.000248:0.000098:0.000059
50:0.000267:0.000107:0.000062
50:0.000252:0.000103:0.000061
50:0.000250:0.000111:0.000068
50:0.000252:0.000103:0.000061
50:0.000265:0.000103:0.000062
50:0.000267:0.000103:0.000062
50:0.000251:0.000103:0.000062
50:0.000261:0.000103:0.000062
50:0.000266:0.000103:0.000062
50:0.000268:0.000103:0.000062
51:0.000268:0.000113:0.000065
51:0.000277:0.000110:0.000066
51:0.000268:0.000110:0.000065
51:0.000268:0.000118:0.000066
51:0.000268:0.000110:0.000065
51:0.000268:0.000110:0.000078
51:0.000268:0.000111:0.000065
51:0.000283:0.000110:0.000065
51:0.000287:0.000110:0.000065
51:0.000267:0.000110:0.000064
52:0.000293:0.000124:0.000070
52:0.000285:0.000119:0.000069
52:0.000292:0.000119:0.000069
52:0.000286:0.000119:0.000068
52:0.000293:0.000119:0.000069
52:0.000299:0.000119:0.000069
52:0.000301:0.000120:0.000069
52:0.000286:0.000120:0.000069
52:0.000294:0.000119:0.000069
52:0.000286:0.000118:0.000069
53:0.000303:0.000129:0.000073
53:0.000302:0.000126:0.000085
53:0.000302:0.000126:0.000073
53:0.000301:0.000134:0.000073
53:0.000302:0.000142:0.000073
53:0.000301:0.000134:0.000073
53:0.000302:0.000127:0.000072
53:0.000301:0.000134:0.000073
53:0.000302:0.000127:0.000072
53:0.000309:0.000126:0.000072
54:0.000321:0.000135:0.000077
54:0.000340:0.000132:0.000077
54:0.000334:0.000132:0.000093
54:0.000322:0.000131:0.000077
54:0.000320:0.000131:0.000092
54:0.000321:0.000131:0.000077
54:0.000321:0.000139:0.000078
54:0.000320:0.000131:0.000077
54:0.000328:0.000131:0.000077
54:0.000339:0.000131:0.000077
55:0.000346:0.000141:0.000081
55:0.000338:0.000137:0.000109
55:0.000338:0.000137:0.000081
55:0.000346:0.000138:0.000082
55:0.000337:0.000137:0.000081
55:0.000346:0.000137:0.000081
55:0.000355:0.000137:0.000089
55:0.000339:0.000153:0.000081
55:0.000346:0.000138:0.000081
55:0.000338:0.000138:0.000081
56:0.000368:0.000155:0.000085
56:0.000360:0.000156:0.000086
56:0.000359:0.000164:0.000086
56:0.000369:0.000148:0.000086
56:0.000361:0.000147:0.000086
56:0.000370:0.000148:0.000086
56:0.000360:0.000157:0.000086
56:0.000360:0.000150:0.000088
56:0.000379:0.000148:0.000103
56:0.000360:0.000205:0.000094
57:0.000380:0.000175:0.000090
57:0.000396:0.000158:0.000091
57:0.000388:0.000158:0.000113
57:0.000393:0.000158:0.000091
57:0.000379:0.000157:0.000090
57:0.000398:0.000158:0.000092
57:0.000379:0.000166:0.000091
57:0.000379:0.000156:0.000090
57:0.000387:0.000156:0.000091
57:0.000379:0.000165:0.000091
58:0.000414:0.000165:0.000095
58:0.000416:0.000162:0.000095
58:0.000408:0.000161:0.000095
58:0.000400:0.000161:0.000107
58:0.000400:0.000162:0.000095
58:0.000407:0.000162:0.000095
58:0.000416:0.000179:0.000095
58:0.000400:0.000161:0.000094
58:0.000409:0.000162:0.000095
58:0.000399:0.000169:0.000095
59:0.000422:0.000178:0.000100
59:0.000431:0.000170:0.000122
59:0.000439:0.000170:0.000100
59:0.000421:0.000178:0.000100
59:0.000421:0.000171:0.000100
59:0.000430:0.000184:0.000100
59:0.000430:0.000170:0.000099
59:0.000421:0.000209:0.000100
59:0.000422:0.000170:0.000099
59:0.000438:0.000170:0.000100
60:0.000462:0.000185:0.000104
60:0.000446:0.000188:0.000105
60:0.000461:0.000179:0.000105
60:0.000454:0.000194:0.000105
60:0.000454:0.000179:0.000105
60:0.000444:0.000187:0.000105
60:0.000445:0.000180:0.000113
60:0.000446:0.000180:0.000128
60:0.000454:0.000180:0.000125
60:0.000454:0.000179:0.000104
61:0.000468:0.000210:0.000110
61:0.000468:0.000197:0.000117
61:0.000468:0.000196:0.000109
61:0.000476:0.000198:0.000126
61:0.000476:0.000195:0.000110
61:0.000468:0.000207:0.000110
61:0.000468:0.000198:0.000123
61:0.000482:0.000199:0.000110
61:0.000477:0.000213:0.000122
61:0.000476:0.000199:0.000110
62:0.000501:0.000203:0.000115
62:0.000501:0.000198:0.000115
62:0.000492:0.000207:0.000115
62:0.000506:0.000198:0.000132
62:0.000492:0.000198:0.000115
62:0.000501:0.000199:0.000115
62:0.000501:0.000199:0.000115
62:0.000512:0.000199:0.000116
62:0.000506:0.000215:0.000115
62:0.000493:0.000198:0.000134
63:0.000522:0.000213:0.000135
63:0.000521:0.000212:0.000120
63:0.000530:0.000213:0.000121
63:0.000536:0.000212:0.000120
63:0.000529:0.000209:0.000121
63:0.000539:0.000210:0.000121
63:0.000530:0.000210:0.000121
63:0.000535:0.000227:0.000120
63:0.000521:0.000217:0.000120
63:0.000521:0.000211:0.000141
64:0.000546:0.000231:0.000129
64:0.000558:0.000217:0.000151
64:0.000545:0.000217:0.000137
64:0.000545:0.000217:0.000129
64:0.000553:0.000217:0.000129
64:0.000553:0.000218:0.000144
64:0.000553:0.000233:0.000130
64:0.000553:0.000217:0.000129
64:0.000552:0.000217:0.000155
64:0.000553:0.000218:0.000129
65:0.000581:0.000242:0.000147
65:0.000592:0.000234:0.000143
65:0.000586:0.000235:0.000132
65:0.000571:0.000235:0.000132
65:0.000587:0.000244:0.000147
65:0.000572:0.000242:0.000132
65:0.000573:0.000236:0.000133
65:0.000572:0.000235:0.000133
65:0.000572:0.000245:0.000132
65:0.000572:0.000250:0.000132
66:0.000630:0.000257:0.000138
66:0.000614:0.000253:0.000151
66:0.000644:0.000238:0.000171
66:0.000622:0.000252:0.000166
66:0.000600:0.000238:0.000163
66:0.000636:0.000263:0.000139
66:0.000614:0.000253:0.000138
66:0.000601:0.000247:0.000138
66:0.000600:0.000246:0.000138
66:0.000600:0.000246:0.000138
67:0.000649:0.000263:0.000161
67:0.000649:0.000268:0.000160
67:0.000660:0.000256:0.000144
67:0.000637:0.000269:0.000161
67:0.000645:0.000254:0.000144
67:0.000636:0.000254:0.000145
67:0.000638:0.000254:0.000144
67:0.000637:0.000256:0.000159
67:0.000645:0.000263:0.000161
67:0.000629:0.000262:0.000145
68:0.000679:0.000269:0.000151
68:0.000666:0.000264:0.000175
68:0.000666:0.000262:0.000151
68:0.000677:0.000263:0.000151
68:0.000676:0.000281:0.000197
68:0.000692:0.000273:0.000169
68:0.000658:0.000270:0.000151
68:0.000658:0.000272:0.000151
68:0.000667:0.000263:0.000172
68:0.000668:0.000265:0.000152
69:0.000696:0.000279:0.000158
69:0.000696:0.000272:0.000175
69:0.000705:0.000281:0.000158
69:0.000688:0.000284:0.000158
69:0.000716:0.000275:0.000158
69:0.000696:0.000291:0.000157
69:0.000705:0.000275:0.000172
69:0.000687:0.000281:0.000157
69:0.000688:0.000283:0.000157
69:0.000716:0.000275:0.000158
70:0.000736:0.000291:0.000164
70:0.000729:0.000286:0.000199
70:0.000735:0.000302:0.000165
70:0.000730:0.000285:0.000164
70:0.000729:0.000288:0.000164
70:0.000739:0.000289:0.000183
70:0.000721:0.000293:0.000164
70:0.000729:0.000293:0.000183
70:0.000746:0.000306:0.000165
70:0.000736:0.000286:0.000165
71:0.000761:0.000300:0.000171
71:0.000759:0.000299:0.000195
71:0.000768:0.000316:0.000172
71:0.000759:0.000298:0.000172
71:0.000768:0.000326:0.000214
71:0.000784:0.000306:0.000171
71:0.000759:0.000298:0.000172
71:0.000759:0.000297:0.000172
71:0.000805:0.000327:0.000192
71:0.000822:0.000324:0.000191
72:0.000798:0.000339:0.000199
72:0.000819:0.000445:0.000223
72:0.000814:0.000316:0.000214
72:0.000801:0.000324:0.000179
72:0.000796:0.000416:0.000207
72:0.000807:0.000348:0.000181
72:0.000836:0.000360:0.000181
72:0.000823:0.000353:0.000181
72:0.000793:0.000340:0.000199
72:0.000789:0.000326:0.000179
73:0.000843:0.000334:0.000186
73:0.000833:0.000335:0.000185
73:0.000830:0.000327:0.000186
73:0.000840:0.000328:0.000207
73:0.000821:0.000344:0.000185
73:0.000846:0.000329:0.000185
73:0.000877:0.000354:0.000212
73:0.000841:0.000330:0.000185
73:0.000828:0.000333:0.000185
73:0.000848:0.000327:0.000185
74:0.000893:0.000352:0.000220
74:0.000869:0.000341:0.000233
74:0.000866:0.000338:0.000226
74:0.000886:0.000362:0.000222
74:0.000900:0.000337:0.000223
74:0.000866:0.000336:0.000193
74:0.000867:0.000337:0.000214
74:0.000882:0.000337:0.000193
74:0.000866:0.000339:0.000204
74:0.000857:0.000345:0.000193
75:0.000926:0.000396:0.000258
75:0.000916:0.000377:0.000242
75:0.000910:0.000402:0.000243
75:0.000909:0.000377:0.000243
75:0.000909:0.000384:0.000260
75:0.000923:0.000391:0.000255
75:0.000909:0.000387:0.000242
75:0.000939:0.000450:0.000267
75:0.000915:0.000376:0.000257
75:0.000909:0.000390:0.000251
76:0.000967:0.000414:0.000251
76:0.000951:0.000399:0.000270
76:0.000960:0.000418:0.000267
76:0.000963:0.000407:0.000250
76:0.000945:0.000412:0.000269
76:0.000960:0.000398:0.000250
76:0.000945:0.000425:0.000250
76:0.000972:0.000414:0.000261
76:0.000958:0.000399:0.000257
76:0.000957:0.000406:0.000270
77:0.000985:0.000429:0.000260
77:0.000984:0.000412:0.000276
77:0.000999:0.000427:0.000267
77:0.000986:0.000418:0.000261
77:0.000997:0.000425:0.000260
77:0.000984:0.000411:0.000270
77:0.000984:0.000424:0.000260
77:0.001005:0.000432:0.000260
77:0.000984:0.000419:0.000261
77:0.001005:0.000409:0.000269
78:0.001022:0.000444:0.000294
78:0.001051:0.000428:0.000269
78:0.001022:0.000438:0.000269
78:0.001033:0.000444:0.000269
78:0.001022:0.000430:0.000279
78:0.001022:0.000428:0.000291
78:0.001031:0.000438:0.000269
78:0.001033:0.000437:0.000269
78:0.001047:0.000436:0.000269
78:0.001022:0.000429:0.000281
79:0.001070:0.000479:0.000298
79:0.001063:0.000448:0.000304
79:0.001069:0.000464:0.000280
79:0.001056:0.000457:0.000280
79:0.001054:0.000470:0.000296
79:0.001055:0.000455:0.000279
79:0.001055:0.000462:0.000298
79:0.001071:0.000448:0.000293
79:0.001056:0.000450:0.000280
79:0.001082:0.000448:0.000279
80:0.001107:0.000470:0.000289
80:0.001143:0.000453:0.000301
80:0.001101:0.000464:0.000289
80:0.001112:0.000468:0.000289
80:0.001101:0.000462:0.000289
80:0.001112:0.000468:0.000289
80:0.001102:0.000467:0.000290
80:0.001105:0.000486:0.000289
80:0.001103:0.000453:0.000316
80:0.001100:0.000468:0.000303
81:0.001171:0.000526:0.000302
81:0.001147:0.000492:0.000301
81:0.001165:0.000492:0.000301
81:0.001148:0.000496:0.000301
81:0.001158:0.000497:0.000313
81:0.001147:0.000497:0.000302
81:0.001154:0.000492:0.000301
81:0.001147:0.000506:0.000319
81:0.001150:0.000492:0.000309
81:0.001146:0.000499:0.000302
82:0.001208:0.000523:0.000310
82:0.001199:0.000506:0.000320
82:0.001218:0.000504:0.000320
82:0.001194:0.000523:0.000330
82:0.001194:0.000506:0.000316
82:0.001193:0.000518:0.000336
82:0.001194:0.000522:0.000324
82:0.001216:0.000525:0.000314
82:0.001211:0.000512:0.000324
82:0.001194:0.000516:0.000337
