"wielkosc","mnożenie_naiwne","mnożenie_ulepszone","mnożenie_BLAS"
82,0.000475,0.000198,0.000315
82,0.000485,0.000186,0.000303
82,0.000508,0.000211,0.000317
82,0.000612,0.000283,0.000334
82,0.000663,0.000205,0.000378
82,0.000550,0.000225,0.000318
82,0.000525,0.000211,0.000310
83,0.000553,0.000209,0.000340
83,0.000516,0.000197,0.000339
83,0.000529,0.000220,0.000329
83,0.000539,0.000204,0.000361
83,0.000506,0.000197,0.000338
83,0.000510,0.000216,0.000404
83,0.000584,0.000217,0.000327
83,0.000538,0.000197,0.000321
83,0.000537,0.000202,0.000324
83,0.000531,0.000202,0.000328
84,0.000541,0.000212,0.000363
84,0.000526,0.000207,0.000398
84,0.000540,0.000225,0.000356
84,0.000550,0.000213,0.000383
84,0.000624,0.000233,0.000348
84,0.000567,0.000212,0.000337
84,0.000577,0.000235,0.000391
84,0.000540,0.000222,0.000339
84,0.000540,0.000241,0.000348
84,0.000577,0.000213,0.000368
85,0.000602,0.000225,0.000365
85,0.000561,0.000209,0.000374
85,0.000577,0.000252,0.000376
85,0.000605,0.000214,0.000398
85,0.000593,0.000223,0.000364
85,0.000560,0.000208,0.000395
85,0.000562,0.000233,0.000352
85,0.000589,0.000208,0.000352
85,0.000571,0.000242,0.000361
85,0.000596,0.000209,0.000365
86,0.000649,0.000269,0.000398
86,0.000591,0.000214,0.000361
86,0.000616,0.000258,0.000443
86,0.000620,0.000225,0.000378
86,0.000622,0.000221,0.000390
86,0.000596,0.000215,0.000404
86,0.000604,0.000224,0.000399
86,0.000595,0.000233,0.000369
86,0.000604,0.000261,0.000430
86,0.000652,0.000242,0.000410
87,0.000619,0.000267,0.000445
87,0.000663,0.000230,0.000387
87,0.000642,0.000240,0.000435
87,0.000653,0.000235,0.000378
87,0.000647,0.000235,0.000412
87,0.000644,0.000229,0.000414
87,0.000601,0.000247,0.000377
87,0.000638,0.000236,0.000398
87,0.000645,0.000245,0.000412
87,0.000619,0.000241,0.000387
88,0.000660,0.000255,0.000398
88,0.000674,0.000241,0.000458
88,0.000594,0.000268,0.000406
88,0.000624,0.000234,0.000452
88,0.000701,0.000259,0.000430
88,0.000661,0.000240,0.000397
88,0.000652,0.000241,0.000412
88,0.000628,0.000269,0.000425
88,0.000657,0.000265,0.000478
88,0.000684,0.000243,0.000447
89,0.000673,0.000355,0.000502
89,0.000710,0.000274,0.000470
89,0.000697,0.000277,0.000457
89,0.000776,0.000305,0.000629
89,0.000754,0.000285,0.000458
89,0.000709,0.000380,0.000596
89,0.000671,0.000256,0.000444
89,0.000660,0.000269,0.000462
89,0.000674,0.000266,0.000417
89,0.000637,0.000248,0.000391
90,0.000665,0.000260,0.000436
90,0.000767,0.000271,0.000439
90,0.000699,0.000291,0.000476
90,0.000646,0.000258,0.000400
90,0.000676,0.000250,0.000421
90,0.000666,0.000252,0.000467
90,0.000754,0.000250,0.000438
90,0.000669,0.000251,0.000430
90,0.000647,0.000282,0.000401
90,0.000657,0.000250,0.000442
91,0.000662,0.000273,0.000357
91,0.000677,0.000255,0.000358
91,0.000679,0.000255,0.000394
91,0.000653,0.000263,0.000357
91,0.000662,0.000255,0.000356
91,0.000664,0.000256,0.000408
91,0.000653,0.000264,0.000376
91,0.000671,0.000258,0.000360
91,0.000700,0.000291,0.000423
91,0.000668,0.000256,0.000399
92,0.000703,0.000261,0.000419
92,0.000691,0.000252,0.000431
92,0.000691,0.000253,0.000391
92,0.000681,0.000272,0.000367
92,0.000691,0.000252,0.000427
92,0.000707,0.000253,0.000421
92,0.000721,0.000280,0.000465
92,0.000707,0.000251,0.000419
92,0.000690,0.000251,0.000410
92,0.000692,0.000253,0.000435
93,0.000746,0.000269,0.000425
93,0.000715,0.000263,0.000432
93,0.000713,0.000266,0.000442
93,0.000782,0.000290,0.000438
93,0.000715,0.000263,0.000379
93,0.000714,0.000265,0.000411
93,0.000706,0.000276,0.000378
93,0.000715,0.000262,0.000378
93,0.000730,0.000280,0.000378
93,0.000717,0.000263,0.000378
94,0.000757,0.000285,0.000426
94,0.000757,0.000273,0.000393
94,0.000743,0.000285,0.000392
94,0.000757,0.000272,0.000427
94,0.000751,0.000286,0.000393
94,0.000767,0.000288,0.000474
94,0.000748,0.000280,0.000434
94,0.000821,0.000282,0.000438
94,0.000760,0.000271,0.000392
94,0.000761,0.000273,0.000426
95,0.000844,0.000303,0.000469
95,0.000794,0.000345,0.000501
95,0.000792,0.000300,0.000468
95,0.000824,0.000322,0.000485
95,0.000781,0.000321,0.000447
95,0.000787,0.000300,0.000468
95,0.000788,0.000300,0.000477
95,0.000787,0.000312,0.000449
95,0.000831,0.000340,0.000497
95,0.000823,0.000326,0.000506
96,0.000831,0.000315,0.000464
96,0.000831,0.000330,0.000479
96,0.000814,0.000313,0.000485
96,0.000814,0.000312,0.000479
96,0.000821,0.000326,0.000476
96,0.000815,0.000351,0.000522
96,0.000849,0.000313,0.000485
96,0.000814,0.000316,0.000476
96,0.000814,0.000338,0.000498
96,0.000815,0.000329,0.000493
97,0.000859,0.000322,0.000511
97,0.000863,0.000320,0.000491
97,0.000844,0.000333,0.000488
97,0.000871,0.000321,0.000494
97,0.000858,0.000320,0.000497
97,0.000843,0.000324,0.000502
97,0.000845,0.000334,0.000475
97,0.000877,0.000348,0.000503
97,0.000853,0.000321,0.000497
97,0.000835,0.000333,0.000488
98,0.000895,0.000352,0.000502
98,0.000884,0.000328,0.000504
98,0.000915,0.000368,0.000525
98,0.000930,0.000317,0.000511
98,0.000869,0.000333,0.000512
98,0.000881,0.000321,0.000489
98,0.000869,0.000330,0.000504
98,0.000877,0.000318,0.000518
98,0.000868,0.000357,0.000529
98,0.000942,0.000333,0.000504
99,0.000894,0.000327,0.000520
99,0.000894,0.000330,0.000541
99,0.000886,0.000339,0.000517
99,0.000895,0.000338,0.000535
99,0.000915,0.000335,0.000541
99,0.000932,0.000327,0.000526
99,0.000948,0.000343,0.000517
99,0.000894,0.000329,0.000503
99,0.000909,0.000335,0.000504
99,0.000894,0.000340,0.000504
100,0.000939,0.000367,0.000533
100,0.000924,0.000339,0.000542
100,0.000934,0.000354,0.000554
100,0.000924,0.000339,0.000542
100,0.000922,0.000357,0.000550
100,0.000925,0.000341,0.000542
100,0.000922,0.000340,0.000548
100,0.000934,0.000350,0.000533
100,0.000924,0.000350,0.000519
100,0.000947,0.000348,0.000532
101,0.000968,0.000371,0.000534
101,0.000977,0.000361,0.000548
101,0.000962,0.000351,0.000556
101,0.000988,0.000352,0.000556
101,0.000963,0.000352,0.000557
101,0.000963,0.000376,0.000563
101,0.000955,0.000343,0.000543
101,0.000937,0.000360,0.000544
101,0.000959,0.000346,0.000543
101,0.000938,0.000347,0.000559
102,0.000970,0.000379,0.000560
102,0.000962,0.000374,0.000607
102,0.000962,0.000359,0.000548
102,0.001008,0.000374,0.000564
102,0.000961,0.000375,0.000559
102,0.000963,0.000374,0.000555
102,0.000964,0.000361,0.000546
102,0.000962,0.000359,0.000576
102,0.000962,0.000359,0.000535
102,0.000983,0.000356,0.000565
103,0.000992,0.000375,0.000561
103,0.000986,0.000367,0.000579
103,0.001001,0.000368,0.000561
103,0.000986,0.000371,0.000588
103,0.001001,0.000368,0.000561
103,0.001001,0.000369,0.000575
103,0.001004,0.000368,0.000562
103,0.000984,0.000370,0.000568
103,0.001032,0.000370,0.000564
103,0.000985,0.000370,0.000563
104,0.001048,0.000381,0.000586
104,0.001024,0.000394,0.000601
104,0.001031,0.000389,0.000581
104,0.001023,0.000394,0.000566
104,0.001030,0.000391,0.000566
104,0.001023,0.000391,0.000589
104,0.001032,0.000389,0.000567
104,0.001025,0.000391,0.000591
104,0.001047,0.000384,0.000575
104,0.001023,0.000383,0.000587
105,0.001060,0.000397,0.000601
105,0.001051,0.000392,0.000603
105,0.001050,0.000402,0.000582
105,0.001049,0.000416,0.000612
105,0.001063,0.000402,0.000599
105,0.001056,0.000395,0.000623
105,0.001050,0.000396,0.000596
105,0.001049,0.000413,0.000598
105,0.001049,0.000392,0.000601
105,0.001064,0.000395,0.000612
106,0.001098,0.000458,0.000607
106,0.001112,0.000403,0.000622
106,0.001087,0.000405,0.000624
106,0.001109,0.000402,0.000621
106,0.001087,0.000414,0.000623
106,0.001300,0.000407,0.000628
106,0.001102,0.000418,0.000640
106,0.001090,0.000412,0.000599
106,0.001101,0.000421,0.000624
106,0.001091,0.000408,0.000646
107,0.001124,0.000422,0.000637
107,0.001146,0.000425,0.000635
107,0.001114,0.000431,0.000640
107,0.001135,0.000417,0.000685
107,0.001117,0.000415,0.000657
107,0.001115,0.000441,0.000617
107,0.001132,0.000419,0.000659
107,0.001115,0.000422,0.000676
107,0.001130,0.000432,0.000632
107,0.001114,0.000428,0.000616
108,0.001186,0.000430,0.000657
108,0.001259,0.000436,0.000700
108,0.001202,0.000432,0.000649
108,0.001169,0.000445,0.000650
108,0.001157,0.000439,0.000641
108,0.001180,0.000429,0.000658
108,0.001156,0.000437,0.000647
108,0.001171,0.000437,0.000670
108,0.001194,0.000430,0.000667
108,0.001157,0.000439,0.000631
109,0.001210,0.000461,0.000743
109,0.001189,0.000451,0.000649
109,0.001210,0.000441,0.000668
109,0.001188,0.000446,0.000674
109,0.001189,0.000449,0.000709
109,0.001188,0.000455,0.000681
109,0.001189,0.000450,0.000649
109,0.001210,0.000441,0.000677
109,0.001213,0.000447,0.000682
109,0.001205,0.000442,0.000674
110,0.001253,0.000469,0.000682
110,0.001245,0.000455,0.000694
110,0.001250,0.000471,0.000681
110,0.001237,0.000451,0.000684
110,0.001245,0.000464,0.000667
110,0.001249,0.000469,0.000682
110,0.001227,0.000460,0.000666
110,0.001333,0.000453,0.000684
110,0.001228,0.000474,0.000691
110,0.001238,0.000454,0.000681
111,0.001278,0.000472,0.000701
111,0.001258,0.000467,0.000842
111,0.001257,0.000472,0.000697
111,0.001258,0.000488,0.000717
111,0.001263,0.000465,0.000699
111,0.001280,0.000471,0.000748
111,0.001265,0.000478,0.000718
111,0.001261,0.000473,0.000701
111,0.001292,0.000462,0.000713
111,0.001304,0.000473,0.000738
112,0.001309,0.000487,0.000705
112,0.001322,0.000494,0.000731
112,0.001305,0.000483,0.000746
112,0.001320,0.000483,0.000721
112,0.001320,0.000492,0.000730
112,0.001314,0.000486,0.000729
112,0.001319,0.000474,0.000730
112,0.001304,0.000488,0.000746
112,0.001302,0.000492,0.000720
112,0.001325,0.000477,0.000731
113,0.001352,0.000488,0.000756
113,0.001333,0.000496,0.000729
113,0.001355,0.000485,0.000745
113,0.001341,0.000501,0.000744
113,0.001333,0.000495,0.000784
113,0.001344,0.000484,0.000746
113,0.001340,0.000487,0.000756
113,0.001349,0.000496,0.000729
113,0.001348,0.000518,0.000740
113,0.001359,0.000489,0.000747
114,0.001390,0.000502,0.000768
114,0.001420,0.000612,0.000905
114,0.001539,0.000691,0.000778
114,0.001399,0.000494,0.000768
114,0.001381,0.000503,0.000804
114,0.001405,0.000564,0.000926
114,0.001708,0.000536,0.000854
114,0.001463,0.000505,0.000810
114,0.001376,0.000501,0.000744
114,0.001688,0.000545,0.000804
115,0.001539,0.000553,0.000822
115,0.001498,0.000642,0.000814
115,0.001539,0.000612,0.000903
115,0.001484,0.000585,0.000879
115,0.001486,0.000510,0.000963
115,0.001478,0.000538,0.000965
115,0.001528,0.000521,0.000892
115,0.001541,0.000547,0.000834
115,0.001435,0.000563,0.000920
115,0.001499,0.000511,0.000862
116,0.001504,0.000552,0.000842
116,0.001480,0.000584,0.000859
116,0.001539,0.000564,0.000915
116,0.001480,0.000550,0.000832
116,0.001529,0.000626,0.000843
116,0.001535,0.000629,0.000992
116,0.001499,0.000610,0.000902
116,0.001506,0.000555,0.000982
116,0.001511,0.000594,0.000942
116,0.001634,0.000538,0.000891
117,0.001581,0.000561,0.000936
117,0.001505,0.000563,0.000846
117,0.001581,0.000566,0.000867
117,0.001576,0.000561,0.000825
117,0.001566,0.000638,0.001008
117,0.001528,0.000631,0.000900
117,0.001513,0.000670,0.000841
117,0.001553,0.000564,0.000858
117,0.001548,0.000686,0.000880
117,0.001513,0.000558,0.000874
118,0.001590,0.000577,0.000870
118,0.001600,0.000576,0.000866
118,0.001606,0.000587,0.000862
118,0.001632,0.000602,0.000879
118,0.001622,0.000583,0.000901
118,0.001634,0.000602,0.000852
118,0.001633,0.000588,0.000872
118,0.001644,0.000585,0.000862
118,0.001632,0.000591,0.000877
118,0.001649,0.000566,0.000874
119,0.001668,0.000598,0.000895
119,0.001693,0.000615,0.000915
119,0.001698,0.000579,0.000885
119,0.001701,0.000607,0.000912
119,0.001684,0.000595,0.000927
119,0.001686,0.000600,0.000918
119,0.001741,0.000591,0.000899
119,0.001753,0.000623,0.000901
119,0.001656,0.000599,0.000887
119,0.001618,0.000593,0.000893
120,0.001663,0.000614,0.000915
120,0.001678,0.000601,0.000909
120,0.001688,0.000606,0.000913
120,0.001673,0.000619,0.000901
120,0.001667,0.000602,0.000916
120,0.001689,0.000607,0.000902
120,0.001690,0.000610,0.000929
120,0.001700,0.000594,0.000912
120,0.001680,0.000621,0.000903
120,0.001668,0.000605,0.000932
121,0.001756,0.000637,0.000954
121,0.001698,0.000644,0.000931
121,0.001719,0.000634,0.000932
121,0.001713,0.000638,0.000912
121,0.001709,0.000652,0.000920
121,0.001691,0.000650,0.000938
121,0.001691,0.000646,0.000969
121,0.001690,0.000632,0.000930
121,0.001706,0.000642,0.000929
121,0.001710,0.000642,0.000918
122,0.001758,0.000674,0.000977
122,0.001764,0.000649,0.000971
122,0.001757,0.000648,0.000973
122,0.001758,0.000623,0.000964
122,0.001758,0.000635,0.000994
122,0.001756,0.000636,0.000951
122,0.001769,0.000630,0.000932
122,0.001754,0.000643,0.000952
122,0.001748,0.000640,0.000959
122,0.001752,0.000633,0.000993
123,0.001792,0.000662,0.001035
123,0.001805,0.000644,0.000986
123,0.001823,0.000691,0.001003
123,0.001845,0.000672,0.000974
123,0.001805,0.000647,0.000981
123,0.001805,0.000669,0.000959
123,0.001864,0.000662,0.000984
123,0.001791,0.000654,0.001002
123,0.001791,0.000644,0.001006
123,0.001905,0.000635,0.001015
124,0.001932,0.000711,0.001010
124,0.001966,0.000686,0.001052
124,0.001911,0.000661,0.001013
124,0.001977,0.000695,0.001025
124,0.001989,0.000714,0.001067
124,0.002013,0.000689,0.001026
124,0.001974,0.000683,0.001025
124,0.002011,0.000681,0.001031
124,0.001949,0.000692,0.001051
124,0.001959,0.000685,0.001044
125,0.001999,0.000723,0.001091
125,0.002062,0.000708,0.001061
125,0.002022,0.000773,0.001056
125,0.002008,0.000696,0.001065
125,0.002073,0.000726,0.001066
125,0.002104,0.000702,0.001094
125,0.002073,0.000754,0.001071
125,0.002018,0.000701,0.001129
125,0.002038,0.000718,0.001066
125,0.002037,0.000693,0.001151
126,0.002129,0.000713,0.001112
126,0.002072,0.000699,0.001143
126,0.002107,0.000789,0.001201
126,0.002086,0.000707,0.001119
126,0.002116,0.000706,0.001152
126,0.002083,0.000706,0.001121
126,0.002232,0.000743,0.001146
126,0.002082,0.000715,0.001145
126,0.001963,0.000719,0.001048
126,0.001967,0.000689,0.001065
127,0.002003,0.000702,0.001087
127,0.002005,0.000700,0.001077
127,0.001981,0.000719,0.001084
127,0.001993,0.000726,0.001104
127,0.001984,0.000734,0.001093
127,0.001996,0.000730,0.001096
127,0.001980,0.000731,0.001069
127,0.001979,0.000712,0.001096
127,0.001980,0.000722,0.001102
127,0.001981,0.000711,0.001105
128,0.002037,0.000740,0.001138
128,0.002032,0.000745,0.001143
128,0.002031,0.000745,0.001150
128,0.002031,0.000743,0.001164
128,0.002057,0.000734,0.001157
128,0.002031,0.000737,0.001132
128,0.002056,0.000758,0.001143
128,0.002040,0.000739,0.001153
128,0.002037,0.000722,0.001152
128,0.002031,0.000738,0.001151
129,0.002072,0.000738,0.001088
129,0.002080,0.000757,0.001092
129,0.002119,0.000746,0.001101
129,0.002044,0.000800,0.001096
129,0.002099,0.000736,0.001088
129,0.002036,0.000736,0.001115
129,0.002036,0.000739,0.001130
129,0.002087,0.000735,0.001096
129,0.002051,0.000721,0.001093
129,0.002165,0.000723,0.001145
130,0.002075,0.000762,0.001138
130,0.002112,0.000760,0.001106
130,0.002153,0.000768,0.001111
130,0.002109,0.000771,0.001107
130,0.002115,0.000795,0.001120
130,0.002095,0.000760,0.001130
130,0.002095,0.000770,0.001181
130,0.002156,0.000753,0.001112
130,0.002120,0.000760,0.001102
130,0.002109,0.000760,0.001105
131,0.002178,0.000758,0.001145
131,0.002180,0.000768,0.001146
131,0.002168,0.000768,0.001152
131,0.002173,0.000768,0.001138
131,0.002180,0.000759,0.001157
131,0.002165,0.000774,0.001138
131,0.002168,0.000769,0.001190
131,0.002164,0.000764,0.001150
131,0.002163,0.000766,0.001136
131,0.002174,0.000754,0.001145
132,0.002198,0.000774,0.001223
132,0.002267,0.000807,0.001194
132,0.002254,0.000777,0.001149
132,0.002288,0.000777,0.001364
132,0.002263,0.000799,0.001174
132,0.002209,0.000795,0.001167
132,0.002252,0.000789,0.001302
132,0.002356,0.000786,0.001186
132,0.002293,0.000845,0.001230
132,0.002315,0.000839,0.001207
133,0.002512,0.000877,0.001341
133,0.002437,0.000837,0.001335
133,0.002415,0.000815,0.001319
133,0.002446,0.000861,0.001282
133,0.002487,0.000833,0.001303
133,0.002482,0.000829,0.001287
133,0.002519,0.000836,0.001278
133,0.002526,0.000839,0.001277
133,0.002506,0.000868,0.001343
133,0.002492,0.000849,0.001255
134,0.002556,0.000911,0.001325
134,0.002581,0.000880,0.001318
134,0.002615,0.000861,0.001360
134,0.002607,0.000888,0.001335
134,0.002520,0.000879,0.001316
134,0.002537,0.000867,0.001320
134,0.002608,0.000855,0.001300
134,0.002593,0.000866,0.001366
134,0.002553,0.000872,0.001295
134,0.002600,0.000923,0.001307
135,0.002688,0.000884,0.001376
135,0.002626,0.000909,0.001384
135,0.002593,0.000902,0.001326
135,0.002578,0.000928,0.001394
135,0.002697,0.000895,0.001356
135,0.002610,0.000919,0.001371
135,0.002625,0.000892,0.001340
135,0.002639,0.000888,0.001334
135,0.002659,0.000879,0.001333
135,0.002666,0.000912,0.001429
136,0.002671,0.000898,0.001374
136,0.002693,0.000875,0.001331
136,0.002563,0.000868,0.001335
136,0.002542,0.000881,0.001325
136,0.002512,0.000878,0.001337
136,0.002492,0.000892,0.001305
136,0.002523,0.000891,0.001323
136,0.002520,0.000877,0.001302
136,0.002522,0.000877,0.001303
136,0.002507,0.000876,0.001324
137,0.002552,0.000918,0.001327
137,0.002575,0.000900,0.001331
137,0.002580,0.000895,0.001328
137,0.002587,0.000894,0.001356
137,0.002552,0.000894,0.001341
137,0.002552,0.000910,0.001324
137,0.002575,0.000894,0.001343
137,0.002568,0.000894,0.001327
137,0.002538,0.000871,0.001312
137,0.002491,0.000887,0.001318
138,0.002566,0.000913,0.001406
138,0.002620,0.000888,0.001305
138,0.002613,0.000889,0.001337
138,0.002545,0.000889,0.001331
138,0.002581,0.000911,0.001321
138,0.002572,0.000881,0.001381
138,0.002609,0.000879,0.001331
138,0.002579,0.000880,0.001356
138,0.002581,0.000894,0.001347
138,0.002551,0.000896,0.001352
139,0.002630,0.000907,0.001414
139,0.002636,0.000906,0.001407
139,0.002644,0.000907,0.001375
139,0.002614,0.000914,0.001341
139,0.002657,0.000984,0.001360
139,0.002614,0.000908,0.001417
139,0.002760,0.000909,0.001381
139,0.002637,0.000917,0.001356
139,0.002628,0.000906,0.001354
139,0.002626,0.000907,0.001365
140,0.002628,0.000927,0.001399
140,0.002713,0.000926,0.001400
140,0.002817,0.000955,0.001407
140,0.002685,0.000932,0.001471
140,0.002727,0.000926,0.001420
140,0.002866,0.000945,0.001508
140,0.002795,0.000946,0.001445
140,0.002751,0.000924,0.001587
140,0.002738,0.000986,0.001458
140,0.002763,0.001012,0.001454
141,0.002851,0.000946,0.001437
141,0.002807,0.000948,0.001456
141,0.002748,0.000964,0.001411
141,0.002786,0.000944,0.001407
141,0.002729,0.000955,0.001442
141,0.002758,0.000962,0.001409
141,0.002725,0.000952,0.001471
141,0.002782,0.000945,0.001441
141,0.002708,0.000959,0.001426
141,0.002779,0.000949,0.001410
142,0.002768,0.000965,0.001450
142,0.002855,0.000965,0.001453
142,0.002792,0.000964,0.001486
142,0.002790,0.000964,0.001433
142,0.002863,0.000978,0.001486
142,0.002801,0.000965,0.001493
142,0.002873,0.001172,0.001513
142,0.002936,0.000965,0.001522
142,0.002994,0.001030,0.001600
142,0.002996,0.000989,0.001572
143,0.003157,0.001031,0.001600
143,0.003122,0.001010,0.001639
143,0.003109,0.001046,0.001588
143,0.003073,0.001010,0.001732
143,0.003059,0.001025,0.001605
143,0.003193,0.001253,0.001648
143,0.002984,0.001078,0.001461
143,0.003102,0.001067,0.001626
143,0.003288,0.001105,0.001818
143,0.003245,0.001061,0.001690
144,0.003080,0.001058,0.001734
144,0.003344,0.001144,0.001782
144,0.003289,0.001210,0.001675
144,0.003419,0.001166,0.001731
144,0.003341,0.001140,0.001699
144,0.003391,0.001141,0.001726
144,0.003318,0.001248,0.001830
144,0.003368,0.001177,0.001714
144,0.003269,0.001113,0.001743
144,0.003481,0.001195,0.001676
145,0.003066,0.001069,0.001698
145,0.003243,0.001146,0.001697
145,0.003176,0.001077,0.001621
145,0.003194,0.001090,0.001754
145,0.003493,0.001321,0.002025
145,0.003185,0.001076,0.001640
145,0.003051,0.001079,0.001577
145,0.003063,0.001059,0.001610
145,0.003042,0.001077,0.001635
145,0.003062,0.001075,0.001580
146,0.003121,0.001101,0.001625
146,0.003139,0.001071,0.001634
146,0.003126,0.001093,0.001609
146,0.003133,0.001078,0.001610
146,0.003130,0.001098,0.001610
146,0.003122,0.001080,0.001616
146,0.003135,0.001100,0.001629
146,0.003129,0.001080,0.001620
146,0.003159,0.001075,0.001629
146,0.003122,0.001088,0.001611
147,0.003187,0.001188,0.001695
147,0.003244,0.001145,0.001661
147,0.003199,0.001134,0.001651
147,0.003194,0.001116,0.001644
147,0.003202,0.001119,0.001657
147,0.003204,0.001131,0.001650
147,0.003211,0.001115,0.001645
147,0.003212,0.001097,0.001658
147,0.003193,0.001106,0.001653
147,0.003184,0.001099,0.001654
148,0.003253,0.001161,0.001694
148,0.003407,0.001125,0.001713
148,0.003250,0.001253,0.001732
148,0.003322,0.001120,0.001745
148,0.003335,0.001261,0.001693
148,0.003255,0.001156,0.001765
148,0.003342,0.001115,0.001673
148,0.003383,0.001174,0.001803
148,0.003274,0.001138,0.001834
148,0.003369,0.001157,0.001674
149,0.003436,0.001179,0.001796
149,0.003322,0.001179,0.001758
149,0.003467,0.001157,0.001718
149,0.003338,0.001150,0.001756
149,0.003354,0.001178,0.001696
149,0.003356,0.001181,0.001730
149,0.003319,0.001185,0.001716
149,0.003389,0.001160,0.001725
149,0.003389,0.001145,0.001729
149,0.003320,0.001211,0.001710
150,0.003388,0.001179,0.001768
150,0.003392,0.001194,0.001814
150,0.003433,0.001237,0.001781
150,0.003498,0.001193,0.001800
150,0.003472,0.001238,0.001806
150,0.003377,0.001175,0.001815
150,0.003478,0.001201,0.001747
150,0.003394,0.001170,0.001766
150,0.003423,0.001171,0.001752
150,0.003393,0.001167,0.001772
151,0.003433,0.001191,0.001807
151,0.003452,0.001209,0.001786
151,0.003483,0.001189,0.001796
151,0.003478,0.001189,0.001782
151,0.003453,0.001214,0.001776
151,0.003470,0.001207,0.001807
151,0.003494,0.001190,0.001786
151,0.003459,0.001230,0.001773
151,0.003500,0.001202,0.001816
151,0.003448,0.001207,0.001783
152,0.003513,0.001234,0.001833
152,0.003523,0.001212,0.001846
152,0.003515,0.001228,0.001819
152,0.003529,0.001214,0.001842
152,0.003558,0.001220,0.001838
152,0.003516,0.001227,0.001817
152,0.003528,0.001231,0.001850
152,0.003525,0.001241,0.001848
152,0.003508,0.001237,0.001815
152,0.003533,0.001234,0.001833
153,0.003658,0.001235,0.001826
153,0.003506,0.001219,0.001808
153,0.003505,0.001227,0.001815
153,0.003573,0.001219,0.001849
153,0.003497,0.001228,0.001804
153,0.003523,0.001253,0.001801
153,0.003519,0.001211,0.001842
153,0.003503,0.001227,0.001852
153,0.003512,0.001214,0.001827
153,0.003513,0.001221,0.001826
154,0.003564,0.001227,0.001898
154,0.003579,0.001247,0.001843
154,0.003621,0.001240,0.001888
154,0.003579,0.001234,0.001990
154,0.003670,0.001339,0.002187
154,0.004391,0.001543,0.001846
154,0.003884,0.001384,0.001978
154,0.003931,0.001375,0.002290
154,0.004152,0.001240,0.002039
154,0.003951,0.001518,0.002175
155,0.003812,0.001288,0.001954
155,0.003936,0.001388,0.002152
155,0.004052,0.001372,0.002028
155,0.003946,0.001338,0.002166
155,0.003965,0.001422,0.002060
155,0.004105,0.001333,0.002309
155,0.004041,0.001363,0.002071
155,0.004004,0.001339,0.002129
155,0.003913,0.001290,0.001963
155,0.003764,0.001282,0.001956
156,0.003817,0.001322,0.001975
156,0.003797,0.001327,0.001986
156,0.003825,0.001312,0.001981
156,0.003825,0.001342,0.001990
156,0.003817,0.001311,0.002061
156,0.003788,0.001346,0.001983
156,0.003805,0.001332,0.001993
156,0.003810,0.001326,0.001978
156,0.003813,0.001310,0.002018
156,0.003810,0.001311,0.001983
157,0.003853,0.001372,0.002011
157,0.003892,0.001353,0.002013
157,0.003874,0.001365,0.002019
157,0.003896,0.001359,0.002025
157,0.003885,0.001345,0.002024
157,0.003878,0.001341,0.002025
157,0.003882,0.001346,0.002017
157,0.003902,0.001355,0.002015
157,0.003885,0.001368,0.001991
157,0.003912,0.001341,0.002022
158,0.003966,0.001382,0.002047
158,0.003983,0.001379,0.002070
158,0.003957,0.001368,0.002066
158,0.003964,0.001367,0.002060
158,0.003974,0.001386,0.002061
158,0.003963,0.001408,0.002041
158,0.003963,0.001339,0.002014
158,0.003907,0.001358,0.002028
158,0.004067,0.001367,0.002119
158,0.003965,0.001377,0.002009
159,0.004033,0.001446,0.002043
159,0.003998,0.001387,0.002053
159,0.004002,0.001423,0.002061
159,0.003996,0.001358,0.002052
159,0.003955,0.001370,0.002138
159,0.003946,0.001359,0.002049
159,0.003937,0.001380,0.002036
159,0.004129,0.001459,0.002083
159,0.003993,0.001379,0.002348
159,0.004167,0.001370,0.002081
160,0.004068,0.001599,0.002110
160,0.004411,0.001532,0.002191
160,0.004797,0.003336,0.005613
160,0.005766,0.001515,0.002321
160,0.004183,0.001585,0.002242
160,0.004228,0.001558,0.002202
160,0.004166,0.001648,0.002211
160,0.004195,0.001484,0.002099
160,0.004143,0.001432,0.002388
160,0.004104,0.001514,0.002152
161,0.004262,0.001462,0.002226
161,0.004246,0.001452,0.002200
161,0.004268,0.001482,0.002240
161,0.004302,0.001449,0.002429
161,0.004381,0.001458,0.002351
161,0.004464,0.001430,0.002291
161,0.004407,0.001436,0.002310
161,0.004353,0.001464,0.002256
161,0.004329,0.001430,0.002236
161,0.004362,0.001434,0.002257
162,0.004404,0.001456,0.002341
162,0.004564,0.001509,0.002386
162,0.004488,0.001485,0.002378
162,0.004446,0.001475,0.002408
162,0.004589,0.001528,0.002438
162,0.004511,0.001494,0.002577
162,0.004521,0.001463,0.002499
162,0.004567,0.001509,0.002483
162,0.004595,0.001504,0.002463
162,0.004508,0.001516,0.002381
163,0.004610,0.001508,0.002447
163,0.004642,0.001613,0.002505
163,0.004642,0.001553,0.002520
163,0.004642,0.001599,0.002573
163,0.004570,0.001569,0.002507
163,0.004618,0.001500,0.002439
163,0.004629,0.001533,0.002436
163,0.004591,0.001515,0.002364
163,0.004412,0.001477,0.002266
163,0.004384,0.001484,0.002294
164,0.004417,0.001499,0.002293
164,0.004444,0.001492,0.002368
164,0.004458,0.001544,0.002279
164,0.004431,0.001524,0.002263
